file_path,filename,emotion_id,emotion,emotion_idx,intensity,statement,repetition,actor,gender,spectrogram_path
data\raw\ravdess\Actor_20\03-01-03-01-01-02-20.wav,03-01-03-01-01-02-20.wav,3,happy,1,1,1,2,20,female,data\processed\spectrograms\spec_03-01-03-01-01-02-20.pt
data\raw\ravdess\Actor_20\03-01-03-01-02-01-20.wav,03-01-03-01-02-01-20.wav,3,happy,1,1,2,1,20,female,data\processed\spectrograms\spec_03-01-03-01-02-01-20.pt
data\raw\ravdess\Actor_20\03-01-03-01-02-02-20.wav,03-01-03-01-02-02-20.wav,3,happy,1,1,2,2,20,female,data\processed\spectrograms\spec_03-01-03-01-02-02-20.pt
data\raw\ravdess\Actor_20\03-01-03-02-01-01-20.wav,03-01-03-02-01-01-20.wav,3,happy,1,2,1,1,20,female,data\processed\spectrograms\spec_03-01-03-02-01-01-20.pt
data\raw\ravdess\Actor_20\03-01-03-02-01-02-20.wav,03-01-03-02-01-02-20.wav,3,happy,1,2,1,2,20,female,data\processed\spectrograms\spec_03-01-03-02-01-02-20.pt
data\raw\ravdess\Actor_20\03-01-03-02-02-01-20.wav,03-01-03-02-02-01-20.wav,3,happy,1,2,2,1,20,female,data\processed\spectrograms\spec_03-01-03-02-02-01-20.pt
data\raw\ravdess\Actor_20\03-01-03-02-02-02-20.wav,03-01-03-02-02-02-20.wav,3,happy,1,2,2,2,20,female,data\processed\spectrograms\spec_03-01-03-02-02-02-20.pt
data\raw\ravdess\Actor_20\03-01-04-01-01-01-20.wav,03-01-04-01-01-01-20.wav,4,sad,2,1,1,1,20,female,data\processed\spectrograms\spec_03-01-04-01-01-01-20.pt
data\raw\ravdess\Actor_20\03-01-04-01-01-02-20.wav,03-01-04-01-01-02-20.wav,4,sad,2,1,1,2,20,female,data\processed\spectrograms\spec_03-01-04-01-01-02-20.pt
data\raw\ravdess\Actor_20\03-01-04-01-02-01-20.wav,03-01-04-01-02-01-20.wav,4,sad,2,1,2,1,20,female,data\processed\spectrograms\spec_03-01-04-01-02-01-20.pt
data\raw\ravdess\Actor_20\03-01-04-01-02-02-20.wav,03-01-04-01-02-02-20.wav,4,sad,2,1,2,2,20,female,data\processed\spectrograms\spec_03-01-04-01-02-02-20.pt
data\raw\ravdess\Actor_20\03-01-04-02-01-01-20.wav,03-01-04-02-01-01-20.wav,4,sad,2,2,1,1,20,female,data\processed\spectrograms\spec_03-01-04-02-01-01-20.pt
data\raw\ravdess\Actor_20\03-01-04-02-01-02-20.wav,03-01-04-02-01-02-20.wav,4,sad,2,2,1,2,20,female,data\processed\spectrograms\spec_03-01-04-02-01-02-20.pt
data\raw\ravdess\Actor_20\03-01-04-02-02-01-20.wav,03-01-04-02-02-01-20.wav,4,sad,2,2,2,1,20,female,data\processed\spectrograms\spec_03-01-04-02-02-01-20.pt
data\raw\ravdess\Actor_20\03-01-04-02-02-02-20.wav,03-01-04-02-02-02-20.wav,4,sad,2,2,2,2,20,female,data\processed\spectrograms\spec_03-01-04-02-02-02-20.pt
data\raw\ravdess\Actor_20\03-01-05-01-01-01-20.wav,03-01-05-01-01-01-20.wav,5,angry,3,1,1,1,20,female,data\processed\spectrograms\spec_03-01-05-01-01-01-20.pt
data\raw\ravdess\Actor_20\03-01-05-01-01-02-20.wav,03-01-05-01-01-02-20.wav,5,angry,3,1,1,2,20,female,data\processed\spectrograms\spec_03-01-05-01-01-02-20.pt
data\raw\ravdess\Actor_20\03-01-05-01-02-01-20.wav,03-01-05-01-02-01-20.wav,5,angry,3,1,2,1,20,female,data\processed\spectrograms\spec_03-01-05-01-02-01-20.pt
data\raw\ravdess\Actor_20\03-01-05-01-02-02-20.wav,03-01-05-01-02-02-20.wav,5,angry,3,1,2,2,20,female,data\processed\spectrograms\spec_03-01-05-01-02-02-20.pt
data\raw\ravdess\Actor_20\03-01-05-02-01-01-20.wav,03-01-05-02-01-01-20.wav,5,angry,3,2,1,1,20,female,data\processed\spectrograms\spec_03-01-05-02-01-01-20.pt
data\raw\ravdess\Actor_20\03-01-05-02-01-02-20.wav,03-01-05-02-01-02-20.wav,5,angry,3,2,1,2,20,female,data\processed\spectrograms\spec_03-01-05-02-01-02-20.pt
data\raw\ravdess\Actor_20\03-01-05-02-02-01-20.wav,03-01-05-02-02-01-20.wav,5,angry,3,2,2,1,20,female,data\processed\spectrograms\spec_03-01-05-02-02-01-20.pt
data\raw\ravdess\Actor_20\03-01-05-02-02-02-20.wav,03-01-05-02-02-02-20.wav,5,angry,3,2,2,2,20,female,data\processed\spectrograms\spec_03-01-05-02-02-02-20.pt
